!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Slider,264,68,19,2,1,12,3,0,0,.221,.265,.044,.306
,,,Curve,280,56,23,1,2,7,2,0,0,.161,.196,.036,.273
,,,Cutter,205,49,4,1,1,11,1,0,2,.286,.429,.143,.279
,,,Split,6,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Screwball,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608678&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dominic Leone,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=642736&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Domingo Leyba,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,7,3,1,0,0,2,0,0,0,.667,.667,.000,1.000
,,,Slider,5,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,5,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518934&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,DJ LeMahieu,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1542,287,49,46,0,72,10,2,7,.317,.439,.122,.364
,,,Sinker,803,163,15,23,0,47,6,3,1,.350,.442,.092,.381
,,,Change,422,133,12,4,0,29,12,3,1,.338,.496,.158,.367
,,,Slider,396,116,23,3,0,21,9,2,3,.302,.491,.190,.356
,,,Curve,321,101,21,3,0,25,3,0,4,.317,.465,.149,.368
,,,Cutter,242,70,11,4,0,12,4,1,0,.243,.329,.086,.288
,,,Split,9,5,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=642086&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dominic Smith,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,90,17,4,7,1,2,3,0,0,.294,.471,.177,.385
,,,Sinker,21,10,1,0,0,1,1,0,0,.200,.300,.100,.222
,,,Change,8,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,52,8,6,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,19,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,6,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=570267&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Domingo Santana,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,557,134,30,17,0,21,10,0,10,.306,.605,.299,.330
,,,Sinker,257,54,10,8,0,9,5,0,3,.315,.574,.259,.342
,,,Change,344,74,34,10,0,10,3,0,1,.189,.270,.081,.333
,,,Slider,139,27,17,5,0,3,2,0,0,.185,.259,.074,.500
,,,Curve,136,18,8,4,0,2,0,0,0,.111,.111,.000,.200
,,,Cutter,58,11,3,2,0,3,2,0,0,.455,.636,.182,.625
,,,Split,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=544371&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Donald Lutz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,30,10,2,0,0,2,0,0,0,.200,.200,.000,.250
,,,Sinker,12,6,1,0,0,2,0,0,1,.500,1.000,.500,.500
,,,Slider,35,7,2,0,0,1,1,0,0,.286,.429,.143,.400
,,,Curve,9,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,Cutter,2,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502126&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Domonic Brown,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,643,130,31,14,1,19,6,0,4,.223,.362,.139,.263
,,,Sinker,356,81,10,4,0,10,3,0,1,.173,.247,.074,.186
,,,Change,45,12,3,0,0,2,0,0,0,.167,.167,.000,.222
,,,Slider,374,99,23,6,0,14,7,1,2,.242,.394,.152,.297
,,,Curve,191,50,11,1,0,8,4,1,0,.260,.380,.120,.333
,,,Cutter,110,25,3,2,0,7,1,0,1,.360,.520,.160,.381
,,,Split,8,3,1,0,0,1,0,0,0,.333,.333,.000,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=430603&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Don Kelly,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,304,58,17,9,1,12,1,0,0,.224,.241,.017,.317
,,,Sinker,123,33,0,2,0,5,2,0,0,.212,.273,.061,.212
,,,Change,12,6,1,0,0,1,0,0,0,.167,.167,.000,.200
,,,Slider,153,35,16,2,0,4,0,1,0,.143,.200,.057,.263
,,,Curve,71,11,7,1,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,40,9,1,1,0,2,1,0,0,.333,.444,.111,.375
,,,Split,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=643354&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Donnie Hart,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543698&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Donn Roach,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=548348&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Donnie Joseph,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453264&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Donnie Veal,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=430906&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Donnie Murphy,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,390,72,18,16,2,6,5,1,6,.250,.597,.347,.250
,,,Sinker,259,67,11,1,1,5,6,0,2,.194,.373,.179,.204
,,,Change,178,44,15,1,0,4,2,0,3,.205,.455,.250,.231
,,,Slider,94,22,12,2,0,2,2,0,1,.227,.455,.227,.444
,,,Curve,105,18,7,1,0,4,0,0,1,.278,.444,.167,.400
,,,Cutter,41,9,2,1,1,3,0,0,0,.333,.333,.000,.429
,,,Split,24,5,3,2,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518764&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Donovan Hand,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Sinker,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=456781&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Donovan Solano,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,413,76,14,8,0,11,4,0,0,.197,.250,.053,.242
,,,Sinker,329,81,14,5,0,19,3,1,0,.284,.346,.062,.343
,,,Change,187,52,9,1,0,13,0,0,0,.250,.250,.000,.302
,,,Slider,94,24,6,1,0,4,1,0,0,.208,.250,.042,.278
,,,Curve,117,41,13,0,0,6,1,0,1,.195,.293,.098,.259
,,,Cutter,93,32,4,0,0,5,5,1,0,.344,.563,.219,.393
,,,Split,15,7,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=450729&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Doug Fister,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,104,21,11,1,0,1,0,0,0,.048,.048,.000,.100
,,,Sinker,20,4,0,0,0,1,0,0,0,.250,.250,.000,.250
,,,Change,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,9,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,8,4,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,13,6,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=596720&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dovydas Neverauskas,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448674&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Doug Bernier,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,76,15,5,3,0,1,1,0,0,.133,.200,.067,.200
,,,Sinker,27,8,1,0,0,1,1,0,0,.250,.375,.125,.286
,,,Change,18,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,14,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,10,3,1,0,0,2,0,0,0,.667,.667,.000,1.000
,,,Cutter,7,3,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=623454&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Anderson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518493&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drake Britton,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502165&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Andrew Carpenter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=460077&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Butera,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,638,128,34,20,0,16,6,1,3,.203,.336,.133,.253
,,,Sinker,289,84,14,3,0,11,4,0,1,.191,.274,.083,.217
,,,Change,211,56,7,2,0,6,1,0,1,.143,.214,.071,.146
,,,Slider,133,35,20,1,0,4,2,0,0,.171,.229,.057,.400
,,,Curve,105,19,9,0,1,3,1,0,0,.211,.263,.053,.400
,,,Cutter,79,19,4,1,1,3,1,0,0,.211,.263,.053,.267
,,,Split,8,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543193&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Gagnon,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502457&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Hayes,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571800&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Hutchison,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,8,3,0,0,0,2,0,0,0,.667,.667,.000,.667
,,,Sinker,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=519141&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Pomeranz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,43,10,3,0,0,4,0,0,1,.500,.800,.300,.667
,,,Sinker,22,1,0,0,0,0,1,0,0,1.000,2.000,1.000,1.000
,,,Change,19,7,4,0,0,2,0,0,0,.286,.286,.000,.667
,,,Slider,4,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,14,6,3,0,0,1,0,0,0,.167,.167,.000,.333
,,,Cutter,9,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592685&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Robinson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,120,33,11,3,0,5,1,0,1,.212,.333,.121,.286
,,,Sinker,25,7,1,1,0,2,0,0,1,.429,.857,.429,.400
,,,Change,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,51,5,4,1,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,28,5,2,1,0,0,1,0,0,.200,.400,.200,.333
,,,Cutter,21,4,1,0,0,1,0,1,0,.500,1.000,.500,.667
,,,Split,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,2,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608716&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Steckenrider,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607968&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Rucinski,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592767&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Smyly,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,5,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=519322&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Storen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502102&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Duane Below,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572403&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew VerHagen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=621249&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Duane Underwood,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=444992&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Duke Welker,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453211&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Drew Stubbs,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1545,322,100,50,0,63,15,2,13,.289,.469,.180,.383
,,,Sinker,843,203,38,23,0,41,11,3,11,.325,.571,.246,.357
,,,Change,547,120,34,6,0,26,2,2,6,.300,.500,.200,.375
,,,Slider,360,89,49,6,1,12,3,0,2,.191,.292,.101,.395
,,,Curve,498,84,51,8,1,10,1,0,0,.131,.143,.012,.333
,,,Cutter,252,51,17,4,0,11,2,0,1,.275,.373,.098,.394
,,,Split,15,8,3,1,0,2,1,0,1,.500,1.000,.500,.750
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=542884&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dustin Antolin,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641583&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dustin Fowler,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,23,4,0,0,0,2,0,0,0,.500,.500,.000,.500
,,,Sinker,10,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,14,4,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572863&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dustin Garneau,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,212,36,7,7,1,3,2,0,1,.167,.306,.139,.179
,,,Sinker,76,21,1,3,0,4,1,0,1,.286,.476,.191,.263
,,,Change,78,19,5,1,0,3,5,0,0,.421,.684,.263,.571
,,,Slider,49,11,4,1,0,0,1,0,0,.091,.182,.091,.143
,,,Curve,43,14,8,0,0,2,0,0,0,.143,.143,.000,.333
,,,Cutter,39,9,2,0,0,1,0,0,0,.111,.111,.000,.143
,,,Split,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=430661&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dustin McGowan,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,17,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=554429&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dustin Ackley,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1250,259,58,30,0,49,12,4,7,.278,.436,.158,.335
,,,Sinker,554,147,28,12,0,25,5,0,1,.211,.265,.054,.254
,,,Change,80,23,6,1,0,1,0,0,1,.087,.217,.130,.063
,,,Slider,521,108,39,9,0,14,1,1,0,.148,.176,.028,.232
,,,Curve,324,64,19,5,1,14,4,1,1,.313,.453,.141,.432
,,,Cutter,188,42,7,2,1,8,2,0,0,.238,.286,.048,.286
,,,Split,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=451783&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dustin Molleken,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=640460&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dustin Peterson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,27,8,3,0,0,2,0,1,0,.375,.625,.250,.600
,,,Sinker,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,8,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,7,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543038&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dusty Coleman,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,57,16,10,0,0,2,1,0,0,.188,.250,.063,.500
,,,Sinker,11,2,0,0,0,0,0,1,0,.500,1.500,1.000,.500
,,,Change,22,7,2,0,0,1,0,0,0,.143,.143,.000,.200
,,,Slider,22,4,3,0,0,0,0,0,1,.250,1.000,.750,.000
,,,Curve,20,6,4,0,0,0,1,0,0,.167,.333,.167,.500
,,,Cutter,3,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=596105&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Dwight Smith,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,22,4,0,0,0,1,0,0,0,.250,.250,.000,.250
,,,Sinker,10,3,1,0,1,0,1,0,0,.333,.667,.333,.500
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,22,4,2,0,1,0,1,0,0,.250,.500,.250,.500
,,,Curve,5,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,
